og,level,nm,description,COG_categories,OG_ID
COG4246,2,435,protein conserved in bacteria,O,COG4246@2
COG4247,2,522,3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase),I,COG4247@2
COG4248,2,459,protein with protein kinase and helix-hairpin-helix DNA-binding domains,NU,COG4248@2
COG4244,2,1269,Membrane,E,COG4244@2
COG4250,2,282,domain in sensory proteins (DUF2308),T,COG4250@2
COG4249,2,4102,B-1 B cell differentiation,S,COG4249@2
COG4252,2,1920,Chase2 domain,T,COG4252@2
COG4253,2,1094,,S,COG4253@2
COG4254,2,1100,PFAM FecR protein,UW,COG4254@2
COG4255,2,342,,S,COG4255@2
COG4251,2,8450,photoreceptor activity,T,COG4251@2
COG4256,2,524,Hemin uptake protein,P,COG4256@2
COG4257,2,881,antibiotic catabolic process,V,COG4257@2
COG4258,2,916,3-demethylubiquinone-9 3-O-methyltransferase activity,I,COG4258@2
COG4259,2,238,Domain of unknown function (DUF4810),S,COG4259@2
COG4261,2,665,Acyltransferase,M,COG4261@2
COG4260,2,1197,"virion core protein, lumpy skin disease virus",N,COG4260@2
COG4263,2,423,nitrous-oxide reductase activity,C,COG4263@2
COG4266,2,613,Belongs to the allantoicase family,F,COG4266@2
COG4262,2,1418,"Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine",H,COG4262@2
COG4264,2,1833,IucA IucC family,Q,COG4264@2
COG4267,2,234,Putative exopolysaccharide Exporter (EPS-E),S,COG4267@2
COG4268,2,764,DNA restriction-modification system,V,COG4268@2
COG4269,2,528,membrane,T,COG4269@2
COG4271,2,351,,K,COG4271@2
COG4270,2,1503,,S,COG4270@2
COG4272,2,263,membrane,S,COG4272@2
COG4273,2,214,DGC domain,S,COG4273@2
COG4274,2,409,GYD domain,S,COG4274@2
COG4275,2,574,Chromate resistance exported protein,S,COG4275@2
COG4276,2,978,,S,COG4276@2
COG4277,2,976,,S,COG4277@2
COG4278,2,587,phenylacetate-CoA ligase activity,H,COG4278@2
COG4279,2,978,zinc finger,S,COG4279@2
COG4280,2,83,,S,COG4280@2
COG4281,2,388,acyl-coa-binding protein,I,COG4281@2
COG4282,2,662,regulation of fungal-type cell wall biogenesis,G,COG4282@2
COG4283,2,592,Protein of unknown function (DUF1706),S,COG4283@2
COG4285,2,187,"Biotin-protein ligase, N terminal",S,COG4285@2
COG4284,2,372,Utp--glucose-1-phosphate uridylyltransferase,G,COG4284@2
COG4286,2,237,Uncharacterised protein family (UPF0160),S,COG4286@2
COG4287,2,114,PhoPQ-activated pathogenicity-related protein,S,COG4287@2
COG4288,2,234,,S,COG4288@2
COG4289,2,764,Uncharacterized protein conserved in bacteria (DUF2264),S,COG4289@2
COG4290,2,931,endoribonuclease activity,F,COG4290@2
COG4293,2,230,Protein conserved in bacteria,S,COG4293@2
COG4291,2,924,membrane,C,COG4291@2
COG4292,2,1270,Bacterial low temperature requirement A protein (LtrA),S,COG4292@2
COG4294,2,498,response to UV,L,COG4294@2
COG4295,2,364,Uncharacterized protein conserved in bacteria (DUF2263),S,COG4295@2
COG4296,2,161,Uncharacterized protein conserved in bacteria (DUF2262),S,COG4296@2
COG4297,2,422,beta-cyclopiazonate dehydrogenase activity,S,COG4297@2
COG4298,2,417,yiaA/B two helix domain,S,COG4298@2
COG4299,2,850,COGs COG4299 conserved,G,COG4299@2
COG4300,2,628,Cadmium resistance transporter,P,COG4300@2
COG4305,2,220,,G,COG4305@2
COG4302,2,922,ethanolamine ammonia-lyase activity,E,COG4302@2
COG4301,2,1280,dimethylhistidine N-methyltransferase activity,S,COG4301@2
COG4303,2,935,ethanolamine ammonia-lyase activity,E,COG4303@2
COG4307,2,632,Protein conserved in bacteria,T,COG4307@2
COG4308,2,383,"Limonene-1,2-epoxide hydrolase catalytic domain",Q,COG4308@2
COG4309,2,563,conserved protein (DUF2249),D,COG4309@2
COG4310,2,194,Domain of unknown function (DUF2172),Q,COG4310@2
COG4311,2,994,"Sarcosine oxidase, delta subunit family",E,COG4311@2
COG4312,2,1134,Bacterial protein of unknown function (DUF899),S,COG4312@2
COG4314,2,853,lipoprotein involved in nitrous oxide reduction,C,COG4314@2
COG4313,2,1249,,C,COG4313@2
COG4316,2,51,Uncharacterized protein conserved in bacteria (DUF2251),S,COG4316@2
COG4315,2,914,Pfam Secreted repeat of,P,COG4315@2
COG4317,2,380,XapX domain protein,S,COG4317@2
COG4318,2,277,Putative ParB-like nuclease,S,COG4318@2
COG4320,2,1226,Uncharacterized protein conserved in bacteria (DUF2252),S,COG4320@2
COG4321,2,966,Ribbon-helix-helix domain,O,COG4321@2
COG4322,2,213,,S,COG4322@2
COG4324,2,264,Aminopeptidase,I,COG4324@2
COG4323,2,533,Membrane,S,COG4323@2
COG4326,2,780,sporulation control protein,P,COG4326@2
COG4319,2,4976,,S,COG4319@2
COG4325,2,1204,,S,COG4325@2
COG4327,2,855,Domain of unknown function (DUF4212),S,COG4327@2
COG4328,2,207,Protein conserved in bacteria,Q,COG4328@2
COG4329,2,318,Predicted membrane protein (DUF2243),S,COG4329@2
COG4330,2,420,Protein of unknown function (DUF1361),S,COG4330@2
COG4331,2,88,Predicted membrane protein (DUF2127),S,COG4331@2
COG4332,2,236,Protein of unknown function (DUF1062),S,COG4332@2
COG4333,2,422,Protein conserved in bacteria,O,COG4333@2
COG4334,2,191,Uncharacterized protein conserved in bacteria (DUF2255),E,COG4334@2
COG4335,2,789,DNA alkylation repair,L,COG4335@2
COG4337,2,140,photosynthesis,NU,COG4337@2
COG4336,2,731,lyase activity,S,COG4336@2
COG4338,2,537,Protein conserved in bacteria,U,COG4338@2
COG4340,2,496,2OG-Fe dioxygenase,E,COG4340@2
COG4339,2,1131,protein conserved in bacteria,L,COG4339@2
COG4341,2,639,,S,COG4341@2
COG4347,2,290,Protein of unknown function (DUF1405),S,COG4347@2
COG4346,2,607,Dolichyl-phosphate-mannose-protein mannosyltransferase,O,COG4346@2
COG4354,2,242,intracellular protein transport,G,COG4354@2
COG4357,2,197,CHY zinc finger,S,COG4357@2
COG4359,2,406,L-methionine salvage from methylthioadenosine,E,COG4359@2
COG4360,2,260,"ATP adenylyltransferase (5',5''-P-1,P-4-tetraphosphate phosphorylase II)",F,COG4360@2
COG4362,2,361,nitric-oxide synthase activity,EP,COG4362@2
COG4367,2,253,"negative regulation of transcription, DNA-templated",K,COG4367@2
COG4370,2,270,,S,COG4370@2
COG4365,2,623,"Involved in bacillithiol (BSH) biosynthesis. May catalyze the last step of the pathway, the addition of cysteine to glucosamine malate (GlcN-Mal) to generate BSH",S,COG4365@2
COG4371,2,244,Protein of unknown function (DUF1517),S,COG4371@2
COG4374,2,198,PIN domain,S,COG4374@2
COG4377,2,260,Putative membrane peptidase family (DUF2324),S,COG4377@2
COG4373,2,708,,S,COG4373@2
COG4378,2,228,Uncharacterized protein conserved in bacteria (DUF2325),S,COG4378@2
COG4379,2,229,,S,COG4379@2
COG4372,2,2863,Transposase,Q,COG4372@2
COG4380,2,276,Lipoprotein,D,COG4380@2
COG4381,2,205,Phage protein GP46,S,COG4381@2
COG4382,2,391,Mu-like prophage protein Gp16,S,COG4382@2
COG4383,2,560,Mu-like prophage protein gp29,L,COG4383@2
COG4384,2,201,Bacteriophage Mu Gp45 protein,S,COG4384@2
COG4386,2,326,,S,COG4386@2
COG4385,2,996,Tail protein,T,COG4385@2
COG4387,2,402,Mu-like prophage protein GP36,S,COG4387@2
COG4388,2,397,,S,COG4388@2
COG4390,2,183,Uncharacterized protein conserved in bacteria (DUF2322),S,COG4390@2
COG4389,2,342,Site-specific recombinase,L,COG4389@2
COG4391,2,860,Zinc-finger domain,S,COG4391@2
COG4393,2,291,Predicted membrane protein (DUF2318),S,COG4393@2
COG4392,2,1449,branched-chain amino acid,E,COG4392@2
COG4394,2,397,Uncharacterized protein conserved in bacteria (DUF2331),S,COG4394@2
COG4396,2,162,Bacteriophage Mu Gam like protein,S,COG4396@2
COG4397,2,259,Mu-like prophage major head subunit gpT,S,COG4397@2
COG4398,2,298,FIST C domain,E,COG4398@2
COG4399,2,902,,S,COG4399@2
COG4395,2,1490,Tim44,S,COG4395@2
COG4401,2,743,Chorismate mutase type I,E,COG4401@2
COG4402,2,204,Uncharacterized protein conserved in bacteria (DUF2330),S,COG4402@2
COG4403,2,1276,Lanthionine synthetase C family protein,V,COG4403@2
COG4405,2,1170,Protein conserved in bacteria,I,COG4405@2
COG4413,2,379,Urea transporter,E,COG4413@2
COG4416,2,300,COG NOG18757 non supervised orthologous group,S,COG4416@2
COG4421,2,494,Protein of unknown function (DUF563),G,COG4421@2
COG4420,2,1319,Protein of unknown function (DUF1003),S,COG4420@2
COG4423,2,301,positive regulation of growth,S,COG4423@2
COG4422,2,784,Protein of unknown function (DUF5131),F,COG4422@2
COG4427,2,501,Uncharacterized protein conserved in bacteria (DUF2332),S,COG4427@2
COG4425,2,588,Alpha/beta-hydrolase family,S,COG4425@2
COG4409,2,2839,exo-alpha-(2->6)-sialidase activity,G,COG4409@2
COG4424,2,835,carbohydrate metabolic process,S,COG4424@2
COG4412,2,1696,"peptidase activity, acting on L-amino acid peptides",S,COG4412@2
COG4443,2,518,Transcriptional Coactivator p15 (PC4),S,COG4443@2
COG4430,2,2149,"Bacteriocin-protection, YdeI or OmpD-Associated",F,COG4430@2
COG4449,2,190,,S,COG4449@2
COG4446,2,921,Protein conserved in bacteria,P,COG4446@2
COG4445,2,944,tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE),FJ,COG4445@2
COG4452,2,478,Inner membrane protein CreD,V,COG4452@2
COG4448,2,1106,L-asparaginase II,E,COG4448@2
COG4453,2,725,Protein conserved in bacteria,K,COG4453@2
COG4455,2,213,Protein of avirulence locus involved in temperature-dependent protein secretion,U,COG4455@2
COG4451,2,651,ribulose-bisphosphate carboxylase activity,C,COG4451@2
COG4456,2,653,,S,COG4456@2
COG4457,2,178,Virulence factor SrfB,S,COG4457@2
COG4454,2,1231,,P,COG4454@2
COG4458,2,178,virulence,S,COG4458@2
COG4459,2,209,periplasmic nitrate reductase,C,COG4459@2
COG4460,2,220,,S,COG4460@2
COG4463,2,787,stress response to metal ion,K,COG4463@2
COG4464,2,1180,protein tyrosine phosphatase activity,GM,COG4464@2
COG4461,2,1007,4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process,G,COG4461@2
COG4466,2,774,Protein conserved in bacteria,S,COG4466@2
COG4467,2,970,Involved in initiation control of chromosome replication,L,COG4467@2
COG4465,2,768,DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor,K,COG4465@2
COG4468,2,915,UDPglucose--hexose-1-phosphate uridylyltransferase,G,COG4468@2
COG4470,2,548,Protein of unknown function (DUF1027),S,COG4470@2
COG4469,2,789,,S,COG4469@2
COG4471,2,545,Uncharacterized protein conserved in bacteria (DUF2129),S,COG4471@2
COG4447,2,4739,cellulose binding,S,COG4447@2
COG4473,2,667,ABC transporter,U,COG4473@2
COG4472,2,1053,Bacterial protein of unknown function (DUF965),S,COG4472@2
COG4474,2,713,Protein of unknown function (DUF1273),S,COG4474@2
COG4475,2,647,Protein of unknown function (DUF436),S,COG4475@2
COG4476,2,462,Belongs to the UPF0223 family,P,COG4476@2
COG4477,2,619,modulates the frequency and position of FtsZ ring formation. Inhibits FtsZ ring formation at polar sites. Interacts either with FtsZ or with one of its binding partners to promote depolymerization,D,COG4477@2
COG4478,2,531,integral membrane protein,D,COG4478@2
COG4479,2,449,Belongs to the UPF0346 family,S,COG4479@2
COG4483,2,449,Protein conserved in bacteria,S,COG4483@2
COG4481,2,1001,Bacterial protein of unknown function (DUF951),S,COG4481@2
COG4487,2,628,mechanosensitive ion channel activity,I,COG4487@2
COG4492,2,610,Belongs to the UPF0735 family,E,COG4492@2
COG4485,2,1952,"Bacterial membrane protein, YfhO",M,COG4485@2
COG4493,2,330,Protein of unknown function (DUF1054),S,COG4493@2
COG4495,2,211,Domain of unknown function (DUF4176),S,COG4495@2
COG4499,2,199,"WXG100 protein secretion system (Wss), protein YukC",L,COG4499@2
COG4496,2,875,Trp repressor protein,S,COG4496@2
COG4502,2,385,"5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",KT,COG4502@2
COG4508,2,481,dUTPase,S,COG4508@2
COG4506,2,866,Domain of unknown function (DUF1934),S,COG4506@2
COG4512,2,482,PFAM Accessory gene regulator B,KOT,COG4512@2
COG4509,2,858,Sortase family,S,COG4509@2
COG4517,2,304,Domain of unknown function (DUF1820),S,COG4517@2
COG4519,2,245,Protein conserved in bacteria,S,COG4519@2
COG4520,2,812,,M,COG4520@2
COG4521,2,650,taurine ABC transporter,P,COG4521@2
COG4525,2,343,Part of the ABC transporter complex TauABC involved in taurine import. Responsible for energy coupling to the transport system,P,COG4525@2
COG4529,2,1573,Protein conserved in bacteria,M,COG4529@2
COG4530,2,531,PFAM conserved,P,COG4530@2
COG4531,2,1385,zinc ion transport,P,COG4531@2
COG4533,2,580,bacterial-type RNA polymerase regulatory region sequence-specific DNA binding,S,COG4533@2
COG4535,2,962,Mg2 and Co2 transporter CorC,P,COG4535@2
COG4536,2,1157,flavin adenine dinucleotide binding,P,COG4536@2
COG4537,2,564,Required for transformation and DNA binding,U,COG4537@2
COG4538,2,353,SnoaL-like domain,S,COG4538@2
COG4539,2,615,Membrane,S,COG4539@2
COG4541,2,374,Branched-chain amino acid transport protein (AzlD),S,COG4541@2
COG4540,2,745,Baseplate assembly protein,L,COG4540@2
COG4542,2,377,GHMP kinases N terminal domain,Q,COG4542@2
COG4545,2,258,Glutaredoxin-related protein,O,COG4545@2
COG4544,2,1398,"Component of the SOS system and an inhibitor of cell division. Accumulation of SulA causes rapid cessation of cell division and the appearance of long, non-septate filaments. In the presence of GTP, binds a polymerization-competent form of FtsZ in a 1 1 ratio, thus inhibiting FtsZ polymerization and therefore preventing it from participating in the assembly of the Z ring. This mechanism prevents the premature segregation of damaged DNA to daughter cells during cell division",L,COG4544@2
COG4547,2,857,Cobalamin biosynthesis protein CobT VWA domain,H,COG4547@2
COG4550,2,351,"Control of competence regulator ComK, YlbF/YmcA",S,COG4550@2
COG4549,2,897,Domain of unkown function (DUF1775),S,COG4549@2
COG4548,2,895,von Willebrand factor (vWF) type A domain,P,COG4548@2
COG4551,2,261,Low molecular weight phosphotyrosine protein phosphatase,Q,COG4551@2
COG4553,2,899,PHB de-polymerase C-terminus,I,COG4553@2
COG4555,2,404,ABC transporter,CP,COG4555@2
COG4552,2,1878,"transferase activity, transferring acyl groups",S,COG4552@2
COG4558,2,1109,Periplasmic binding protein,P,COG4558@2
COG4559,2,943,heme-transporting ATPase activity,P,COG4559@2
COG4564,2,1658,Single Cache domain 2,T,COG4564@2
COG4567,2,1067,Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain,T,COG4567@2
COG4565,2,2206,phosphorelay signal transduction system,KT,COG4565@2
COG4566,2,2843,phosphorelay signal transduction system,T,COG4566@2
COG4568,2,324,rho-dependent transcription termination,K,COG4568@2
COG4569,2,921,acetaldehyde dehydrogenase (acetylating) activity,Q,COG4569@2
COG4571,2,144,Outer membrane protease,M,COG4571@2
COG4570,2,729,crossover junction endodeoxyribonuclease activity,L,COG4570@2
COG4572,2,609,,S,COG4572@2
COG4573,2,393,galactitol metabolic process,G,COG4573@2
COG4574,2,255,serine-type endopeptidase inhibitor activity,S,COG4574@2
COG4575,2,1318,ribosome binding,T,COG4575@2
COG4576,2,905,ethanolamine utilization protein EutN carboxysome structural protein Ccml,CQ,COG4576@2
COG4578,2,322,phosphoenolpyruvate-dependent sugar phosphotransferase system,K,COG4578@2
COG4579,2,520,[isocitrate dehydrogenase (NADP+)] phosphatase activity,F,COG4579@2
COG4580,2,684,maltodextrin transmembrane transporter activity,M,COG4580@2
COG4577,2,2711,ethanolamine catabolic process,CQ,COG4577@2
COG4582,2,563,"Cell division factor that enhances FtsZ-ring assembly. Directly interacts with FtsZ and promotes bundling of FtsZ protofilaments, with a reduction in FtsZ GTPase activity",D,COG4582@2
COG4583,2,914,"Sarcosine oxidase, gamma subunit family",E,COG4583@2
COG4586,2,1251,(ABC) transporter,S,COG4586@2
COG4588,2,101,Bacterial extracellular solute-binding protein,S,COG4588@2
COG4581,2,2469,dead DEAH box helicase,L,COG4581@2
COG4587,2,1228,"transport system, permease component",S,COG4587@2
COG4592,2,218,Periplasmic binding protein,P,COG4592@2
COG4590,2,482,Binding-protein-dependent transport system inner membrane component,P,COG4590@2
COG4594,2,227,"ABC-type Fe3 -citrate transport system, periplasmic component",P,COG4594@2
COG4597,2,936,amino acid transport,P,COG4597@2
COG4598,2,1116,L-histidine import across plasma membrane,E,COG4598@2
COG4604,2,874,"ABC transporter, ATP-binding protein",P,COG4604@2
COG4605,2,862,iron ion homeostasis,P,COG4605@2
COG4589,2,2676,phosphatidate cytidylyltransferase activity,S,COG4589@2
COG4603,2,3292,Belongs to the binding-protein-dependent transport system permease family,L,COG4603@2
COG4606,2,873,iron ion homeostasis,P,COG4606@2
COG4591,2,5333,lipoprotein localization to outer membrane,M,COG4591@2
COG4584,2,5699,PFAM Integrase catalytic,L,COG4584@2
COG4607,2,989,iron ion transport,P,COG4607@2
COG4615,2,622,microcin transport,V,COG4615@2
COG4619,2,432,ABC transporter,S,COG4619@2
COG4618,2,1114,protein secretion by the type I secretion system,V,COG4618@2
COG4623,2,1198,"carbon-oxygen lyase activity, acting on polysaccharides",M,COG4623@2
COG4627,2,786,,S,COG4627@2
COG4624,2,2031,iron-sulfur cluster assembly,C,COG4624@2
COG4628,2,760,conserved protein (DUF2132),S,COG4628@2
COG4630,2,873,CO dehydrogenase flavoprotein C-terminal domain,F,COG4630@2
COG4626,2,1788,Terminase,S,COG4626@2
COG4631,2,867,Xanthine dehydrogenase,F,COG4631@2
COG4625,2,3735,pathogenesis,T,COG4625@2
COG4633,2,712,,S,COG4633@2
COG4634,2,771,,S,COG4634@2
COG4632,2,2303,,G,COG4632@2
COG4635,2,908,menaquinone-dependent protoporphyrinogen oxidase activity,CH,COG4635@2
COG4608,2,9884,Belongs to the ABC transporter superfamily,P,COG4608@2
COG4637,2,2431,"Psort location Cytoplasmic, score",L,COG4637@2
COG4639,2,1490,AAA domain,Q,COG4639@2
COG4640,2,1105,response to antibiotic,KT,COG4640@2
COG4641,2,2011,Protein conserved in bacteria,M,COG4641@2
COG4642,2,839,regulation of ryanodine-sensitive calcium-release channel activity,S,COG4642@2
COG4585,2,21095,Histidine kinase,T,COG4585@2
COG4645,2,766,Protein conserved in bacteria,G,COG4645@2
COG4636,2,9356,protein conserved in cyanobacteria,D,COG4636@2
COG4647,2,147,ligase activity,Q,COG4647@2
COG4643,2,1575,DNA integration,P,COG4643@2
COG4646,2,923,,L,COG4646@2
COG4644,2,2000,,L,COG4644@2
COG4648,2,495,membrane,I,COG4648@2
COG4638,2,7302,Rieske (2fe-2S),P,COG4638@2
COG4650,2,223,regulator,K,COG4650@2
COG4649,2,663,,S,COG4649@2
COG4652,2,399,,S,COG4652@2
COG4651,2,1226,solute:proton antiporter activity,P,COG4651@2
COG4655,2,607,Putative Flp pilus-assembly TadE/G-like,S,COG4655@2
COG4653,2,2064,Phage capsid family,G,COG4653@2
COG4654,2,1080,"Cytochrome c, class I",C,COG4654@2
COG4656,2,1897,electron transfer activity,C,COG4656@2
COG4657,2,1304,Part of a membrane complex involved in electron transport,C,COG4657@2
COG4662,2,549,Binding-protein-dependent transport system inner membrane component,P,COG4662@2
COG4660,2,1294,electron transport chain,C,COG4660@2
COG4658,2,1963,electron transport chain,C,COG4658@2
COG4659,2,1525,FMN binding,C,COG4659@2
COG4663,2,2179,Part of the tripartite ATP-independent periplasmic (TRAP) transport system,Q,COG4663@2
COG4664,2,1890,"Tripartite ATP-independent periplasmic transporter, DctM component",Q,COG4664@2
COG4665,2,2162,"Tripartite ATP-independent periplasmic transporters, DctQ component",Q,COG4665@2
COG4666,2,2083,"Tripartite ATP-independent periplasmic transporter, DctM component",P,COG4666@2
COG4669,2,344,(LipO)protein,U,COG4669@2
COG4667,2,1510,lipid catabolic process,S,COG4667@2
COG4668,2,1325,phosphoenolpyruvate-dependent sugar phosphotransferase system,G,COG4668@2
COG4670,2,1051,ketone body catabolic process,I,COG4670@2
